team_a,team_b,goals_a,goals_b,outcome,rating_a,rating_b,prob_a_win,prob_draw,prob_b_win,neutral,stage,year
Ghana,Portugal,2,2,draw,1550,1760,0.1655,0.28,0.5545,True,round_of_16,2018
Ghana,USA,3,4,away_win,1550,1620,0.2884,0.28,0.4316,True,group,2016
Japan,Portugal,2,3,away_win,1740,1760,0.3393,0.28,0.3807,False,friendly,2025
Senegal,Ghana,2,2,draw,1610,1550,0.4216,0.28,0.2984,True,friendly,2012
Germany,Qatar,0,0,draw,1780,1490,0.6059,0.28,0.1141,True,group,2025
France,Croatia,2,1,home_win,1840,1700,0.4977,0.28,0.2223,True,round_of_16,2014
Iran,Argentina,3,3,draw,1530,1850,0.0985,0.28,0.6215,True,group,2015
Japan,Uruguay,1,2,away_win,1640,1680,0.3187,0.28,0.4013,True,semi,2025
Switzerland,Iran,1,0,home_win,1660,1530,0.4887,0.28,0.2313,True,friendly,2012
Serbia,France,3,2,home_win,1595,1840,0.1413,0.28,0.5787,True,friendly,2016
Qatar,Spain,2,3,away_win,1490,1800,0.1035,0.28,0.6165,True,friendly,2022
Spain,South Korea,1,2,away_win,1800,1590,0.5545,0.28,0.1655,True,round_of_16,2024
Mexico,Spain,1,2,away_win,1630,1800,0.1967,0.28,0.5233,True,semi,2023
Brazil,South Korea,2,2,draw,1920,1590,0.6263,0.28,0.0937,False,friendly,2019
Tunisia,Croatia,1,2,away_win,1540,1700,0.205,0.28,0.515,True,round_of_16,2024
Ecuador,Australia,3,4,away_win,1570,1580,0.3496,0.28,0.3704,True,friendly,2024
USA,Costa Rica,2,1,home_win,1620,1510,0.4703,0.28,0.2497,True,group,2025
Ecuador,Qatar,3,2,home_win,1570,1490,0.4415,0.28,0.2785,True,group,2017
Uruguay,Switzerland,0,2,away_win,1680,1660,0.3807,0.28,0.3393,True,final,2013
Mexico,Croatia,3,2,home_win,1630,1700,0.2884,0.28,0.4316,True,final,2014
Belgium,Japan,0,2,away_win,1720,1640,0.4415,0.28,0.2785,True,group,2025
Wales,Ghana,3,0,home_win,1610,1550,0.4216,0.28,0.2984,True,group,2010
England,Senegal,1,0,home_win,1790,1610,0.5314,0.28,0.1886,True,friendly,2016
Serbia,Spain,1,3,away_win,1595,1800,0.1692,0.28,0.5508,True,quarter,2021
Poland,Tunisia,1,1,draw,1600,1540,0.4216,0.28,0.2984,True,group,2011
Denmark,South Korea,1,0,home_win,1770,1590,0.5314,0.28,0.1886,False,quarter,2010
Denmark,South Korea,2,1,home_win,1670,1590,0.4415,0.28,0.2785,True,group,2015
Costa Rica,Switzerland,3,2,home_win,1510,1660,0.2136,0.28,0.5064,True,group,2011
Morocco,Iran,1,1,draw,1750,1530,0.5617,0.28,0.1583,False,round_of_16,2023
Tunisia,Ghana,3,2,home_win,1540,1550,0.3496,0.28,0.3704,True,group,2015
Qatar,Netherlands,4,3,home_win,1590,1750,0.205,0.28,0.515,False,group,2017
Iran,Brazil,0,1,away_win,1530,1820,0.1141,0.28,0.6059,True,group,2025
Qatar,USA,0,4,away_win,1490,1620,0.2313,0.28,0.4887,True,group,2023
Qatar,Iran,2,2,draw,1490,1530,0.3187,0.28,0.4013,True,group,2014
Belgium,Switzerland,2,2,draw,1820,1660,0.515,0.28,0.205,False,friendly,2019
Canada,Qatar,3,0,home_win,1560,1490,0.4316,0.28,0.2884,True,friendly,2014
Ecuador,Senegal,2,3,away_win,1570,1610,0.3187,0.28,0.4013,True,friendly,2020
Argentina,South Korea,1,1,draw,1950,1590,0.6395,0.28,0.0805,False,group,2012
Spain,France,2,3,away_win,1800,1840,0.3187,0.28,0.4013,True,friendly,2020
Ghana,Ecuador,0,0,draw,1650,1570,0.4415,0.28,0.2785,False,friendly,2021
Senegal,Qatar,1,1,draw,1610,1490,0.4796,0.28,0.2404,True,friendly,2016
Brazil,Switzerland,2,1,home_win,1820,1660,0.515,0.28,0.205,True,group,2019
Denmark,Iran,0,0,draw,1670,1530,0.4977,0.28,0.2223,True,group,2013
Poland,Germany,0,0,draw,1700,1780,0.2785,0.28,0.4415,False,quarter,2013
South Korea,Poland,0,2,away_win,1590,1600,0.3496,0.28,0.3704,True,quarter,2018
Costa Rica,Poland,2,3,away_win,1510,1600,0.2688,0.28,0.4512,True,group,2012
Spain,Costa Rica,1,1,draw,1800,1510,0.6059,0.28,0.1141,True,friendly,2021
Morocco,USA,1,1,draw,1650,1620,0.391,0.28,0.329,True,friendly,2011
England,South Korea,2,1,home_win,1790,1590,0.547,0.28,0.173,True,quarter,2018
Senegal,Iran,0,1,away_win,1710,1530,0.5314,0.28,0.1886,False,quarter,2023
Costa Rica,Argentina,1,2,away_win,1610,1850,0.1445,0.28,0.5755,False,final,2019
Ecuador,Poland,1,2,away_win,1570,1600,0.329,0.28,0.391,True,group,2023
Australia,Ecuador,1,1,draw,1580,1570,0.3704,0.28,0.3496,True,friendly,2017
Argentina,Mexico,0,1,away_win,1950,1630,0.6215,0.28,0.0985,False,friendly,2011
Spain,Tunisia,2,1,home_win,1800,1540,0.5883,0.28,0.1317,True,round_of_16,2010
England,Germany,1,0,home_win,1790,1780,0.3704,0.28,0.3496,True,group,2025
Senegal,Serbia,2,1,home_win,1710,1595,0.475,0.28,0.245,False,friendly,2015
USA,Argentina,3,4,away_win,1620,1850,0.1513,0.28,0.5687,True,friendly,2013
Canada,Ghana,2,0,home_win,1560,1550,0.3704,0.28,0.3496,True,round_of_16,2015
Ecuador,Argentina,1,2,away_win,1570,1850,0.1198,0.28,0.6002,True,quarter,2020
Costa Rica,Australia,0,0,draw,1510,1580,0.2884,0.28,0.4316,True,friendly,2022
Spain,Italy,3,1,home_win,1800,1710,0.4512,0.28,0.2688,True,group,2021
Spain,Qatar,4,1,home_win,1900,1490,0.6579,0.28,0.0621,False,group,2016
Switzerland,Croatia,3,2,home_win,1760,1700,0.4216,0.28,0.2984,False,group,2020
Argentina,South Korea,3,2,home_win,1950,1590,0.6395,0.28,0.0805,False,final,2010
France,Ecuador,3,2,home_win,1940,1570,0.6435,0.28,0.0765,False,friendly,2015
Senegal,Belgium,1,1,draw,1610,1720,0.2497,0.28,0.4703,True,friendly,2022
Saudi Arabia,Brazil,3,2,home_win,1520,1820,0.1087,0.28,0.6113,True,final,2019
Wales,Argentina,2,2,draw,1610,1850,0.1445,0.28,0.5755,True,group,2016
Cameroon,Croatia,0,1,away_win,1560,1700,0.2223,0.28,0.4977,True,friendly,2023
Wales,South Korea,2,1,home_win,1710,1590,0.4796,0.28,0.2404,False,group,2017
Italy,Croatia,2,1,home_win,1710,1700,0.3704,0.28,0.3496,True,group,2025
South Korea,Poland,2,2,draw,1590,1600,0.3496,0.28,0.3704,True,round_of_16,2016
Italy,Switzerland,0,3,away_win,1710,1660,0.4115,0.28,0.3085,True,group,2017
Switzerland,Serbia,0,0,draw,1660,1595,0.4266,0.28,0.2934,True,group,2018
Mexico,Qatar,1,0,home_win,1630,1490,0.4977,0.28,0.2223,True,quarter,2015
South Korea,Ghana,0,1,away_win,1590,1550,0.4013,0.28,0.3187,True,round_of_16,2015
Serbia,Saudi Arabia,3,1,home_win,1695,1520,0.5274,0.28,0.1926,False,semi,2017
Serbia,England,1,2,away_win,1695,1790,0.2639,0.28,0.4561,False,friendly,2024
Spain,Canada,2,0,home_win,1800,1560,0.5755,0.28,0.1445,True,friendly,2012
Spain,France,1,1,draw,1800,1840,0.3187,0.28,0.4013,True,friendly,2019
Tunisia,Morocco,3,4,away_win,1640,1650,0.3496,0.28,0.3704,False,friendly,2016
France,Uruguay,2,1,home_win,1940,1680,0.5883,0.28,0.1317,False,group,2015
Serbia,Costa Rica,2,2,draw,1595,1510,0.4464,0.28,0.2736,True,semi,2012
Argentina,Belgium,2,2,draw,1850,1720,0.4887,0.28,0.2313,True,friendly,2015
Cameroon,South Korea,3,4,away_win,1560,1590,0.329,0.28,0.391,True,semi,2022
Portugal,Spain,1,1,draw,1760,1800,0.3187,0.28,0.4013,True,group,2021
Argentina,Belgium,3,2,home_win,1850,1720,0.4887,0.28,0.2313,True,group,2016
England,USA,1,2,away_win,1790,1620,0.5233,0.28,0.1967,True,group,2020
Wales,Poland,4,0,home_win,1610,1600,0.3704,0.28,0.3496,True,group,2021
Tunisia,Canada,2,3,away_win,1540,1560,0.3393,0.28,0.3807,True,friendly,2022
Croatia,Germany,0,0,draw,1800,1780,0.3807,0.28,0.3393,False,semi,2025
Netherlands,Morocco,2,2,draw,1750,1650,0.4608,0.28,0.2592,True,semi,2024
Spain,Ghana,2,1,home_win,1800,1550,0.582,0.28,0.138,True,group,2018
Japan,Croatia,2,1,home_win,1640,1700,0.2984,0.28,0.4216,True,friendly,2014
Spain,France,0,1,away_win,1800,1840,0.3187,0.28,0.4013,True,friendly,2011
Spain,England,2,2,draw,1900,1790,0.4703,0.28,0.2497,False,friendly,2019
Germany,Italy,2,3,away_win,1780,1710,0.4316,0.28,0.2884,True,group,2019
Ghana,Tunisia,0,3,away_win,1550,1540,0.3704,0.28,0.3496,True,quarter,2024
Cameroon,Poland,3,3,draw,1560,1600,0.3187,0.28,0.4013,True,round_of_16,2013
Costa Rica,Belgium,1,1,draw,1510,1720,0.1655,0.28,0.5545,True,quarter,2021
Canada,Poland,1,0,home_win,1560,1600,0.3187,0.28,0.4013,True,friendly,2021
Japan,Switzerland,3,3,draw,1640,1660,0.3393,0.28,0.3807,True,group,2015
Spain,Cameroon,1,0,home_win,1900,1560,0.6309,0.28,0.0891,False,friendly,2024
Switzerland,Australia,1,1,draw,1660,1580,0.4415,0.28,0.2785,True,friendly,2017
Morocco,Tunisia,1,0,home_win,1750,1540,0.5545,0.28,0.1655,False,semi,2012
Wales,Ecuador,3,2,home_win,1610,1570,0.4013,0.28,0.3187,True,group,2024
Italy,Canada,2,2,draw,1710,1560,0.5064,0.28,0.2136,True,semi,2024
USA,Costa Rica,1,0,home_win,1620,1510,0.4703,0.28,0.2497,True,final,2011
South Korea,Mexico,1,0,home_win,1690,1630,0.4216,0.28,0.2984,False,group,2016
Ecuador,Canada,2,3,away_win,1670,1560,0.4703,0.28,0.2497,False,group,2021
Japan,Belgium,0,0,draw,1640,1720,0.2785,0.28,0.4415,True,semi,2023
Iran,Tunisia,0,0,draw,1530,1540,0.3496,0.28,0.3704,True,friendly,2019
Netherlands,Argentina,0,0,draw,1750,1850,0.2592,0.28,0.4608,True,group,2012
Croatia,Italy,1,3,away_win,1700,1710,0.3496,0.28,0.3704,True,quarter,2019
Poland,Costa Rica,2,3,away_win,1600,1510,0.4512,0.28,0.2688,True,round_of_16,2014
Mexico,Belgium,1,2,away_win,1630,1720,0.2688,0.28,0.4512,True,group,2019
Costa Rica,Switzerland,1,1,draw,1510,1660,0.2136,0.28,0.5064,True,quarter,2010
Qatar,Uruguay,2,2,draw,1590,1680,0.2688,0.28,0.4512,False,group,2016
England,South Korea,3,2,home_win,1790,1590,0.547,0.28,0.173,True,quarter,2016
Netherlands,Qatar,4,0,home_win,1750,1490,0.5883,0.28,0.1317,True,quarter,2021
Belgium,Japan,4,4,draw,1720,1640,0.4415,0.28,0.2785,True,quarter,2018
Switzerland,Serbia,2,2,draw,1660,1595,0.4266,0.28,0.2934,True,semi,2024
Germany,Brazil,1,1,draw,1880,1820,0.4216,0.28,0.2984,False,final,2023
Canada,USA,1,2,away_win,1660,1620,0.4013,0.28,0.3187,False,quarter,2012
France,Cameroon,1,0,home_win,1840,1560,0.6002,0.28,0.1198,True,quarter,2016
Argentina,Wales,2,2,draw,1950,1610,0.6309,0.28,0.0891,False,semi,2019
Ecuador,Wales,1,2,away_win,1570,1610,0.3187,0.28,0.4013,True,semi,2024
Germany,Croatia,2,2,draw,1780,1700,0.4415,0.28,0.2785,True,quarter,2024
Mexico,South Korea,2,1,home_win,1630,1590,0.4013,0.28,0.3187,True,friendly,2021
Iran,Ecuador,2,1,home_win,1530,1570,0.3187,0.28,0.4013,True,group,2015
Australia,Brazil,1,2,away_win,1680,1820,0.2223,0.28,0.4977,False,friendly,2022
USA,Costa Rica,2,3,away_win,1620,1510,0.4703,0.28,0.2497,True,quarter,2021
Spain,Ghana,2,1,home_win,1900,1550,0.6353,0.28,0.0847,False,group,2023
Mexico,Saudi Arabia,0,0,draw,1630,1520,0.4703,0.28,0.2497,True,group,2023
Qatar,Australia,1,0,home_win,1490,1580,0.2688,0.28,0.4512,True,friendly,2018
Uruguay,Portugal,2,2,draw,1680,1760,0.2785,0.28,0.4415,True,friendly,2021
Tunisia,Costa Rica,2,1,home_win,1640,1510,0.4887,0.28,0.2313,False,quarter,2024
Spain,Ghana,1,1,draw,1800,1550,0.582,0.28,0.138,True,friendly,2016
South Korea,France,0,0,draw,1590,1840,0.138,0.28,0.582,True,group,2014
Costa Rica,Japan,3,4,away_win,1510,1640,0.2313,0.28,0.4887,True,group,2011
South Korea,Saudi Arabia,3,3,draw,1590,1520,0.4316,0.28,0.2884,True,group,2016
Qatar,Wales,2,1,home_win,1590,1610,0.3393,0.28,0.3807,False,friendly,2010
France,USA,2,0,home_win,1940,1620,0.6215,0.28,0.0985,False,friendly,2021
Canada,Tunisia,1,0,home_win,1560,1540,0.3807,0.28,0.3393,True,semi,2018
Canada,Poland,2,1,home_win,1560,1600,0.3187,0.28,0.4013,True,round_of_16,2016
Brazil,Cameroon,2,1,home_win,1920,1560,0.6395,0.28,0.0805,False,group,2016
Australia,Denmark,4,3,home_win,1580,1670,0.2688,0.28,0.4512,True,final,2012
Netherlands,Wales,4,3,home_win,1750,1610,0.4977,0.28,0.2223,True,friendly,2015
Iran,Denmark,0,2,away_win,1530,1670,0.2223,0.28,0.4977,True,friendly,2018
Australia,Ecuador,0,2,away_win,1580,1570,0.3704,0.28,0.3496,True,friendly,2010
Cameroon,Japan,3,2,home_win,1560,1640,0.2785,0.28,0.4415,True,friendly,2013
Germany,Italy,2,1,home_win,1780,1710,0.4316,0.28,0.2884,True,group,2025
Ecuador,Spain,0,1,away_win,1570,1800,0.1513,0.28,0.5687,True,round_of_16,2020
USA,Senegal,4,4,draw,1720,1610,0.4703,0.28,0.2497,False,semi,2016
England,Spain,1,1,draw,1890,1800,0.4512,0.28,0.2688,False,friendly,2011
England,Portugal,1,3,away_win,1790,1760,0.391,0.28,0.329,True,group,2025
Croatia,Ecuador,2,2,draw,1700,1570,0.4887,0.28,0.2313,True,friendly,2019
Costa Rica,Portugal,1,2,away_win,1510,1760,0.138,0.28,0.582,True,group,2023
Switzerland,Cameroon,3,2,home_win,1660,1560,0.4608,0.28,0.2592,True,friendly,2013
Netherlands,Belgium,3,2,home_win,1750,1720,0.391,0.28,0.329,True,group,2021
Uruguay,France,2,0,home_win,1780,1840,0.2984,0.28,0.4216,False,friendly,2020
Italy,Poland,2,0,home_win,1710,1600,0.4703,0.28,0.2497,True,round_of_16,2016
Tunisia,France,0,2,away_win,1540,1840,0.1087,0.28,0.6113,True,final,2014
Netherlands,Tunisia,2,2,draw,1850,1540,0.6165,0.28,0.1035,False,friendly,2019
Belgium,Argentina,5,5,draw,1720,1850,0.2313,0.28,0.4887,True,group,2024
Uruguay,USA,1,0,home_win,1680,1620,0.4216,0.28,0.2984,True,round_of_16,2020
Croatia,Mexico,3,2,home_win,1800,1630,0.5233,0.28,0.1967,False,round_of_16,2014
Netherlands,Croatia,3,1,home_win,1850,1700,0.5064,0.28,0.2136,False,group,2011
Denmark,England,1,1,draw,1770,1790,0.3393,0.28,0.3807,False,quarter,2024
Wales,Croatia,2,1,home_win,1610,1700,0.2688,0.28,0.4512,True,friendly,2011
Denmark,Germany,1,0,home_win,1670,1780,0.2497,0.28,0.4703,True,friendly,2019
Ghana,Portugal,1,2,away_win,1650,1760,0.2497,0.28,0.4703,False,group,2014
USA,Australia,2,0,home_win,1620,1580,0.4013,0.28,0.3187,True,group,2017
Belgium,Iran,1,1,draw,1720,1530,0.5393,0.28,0.1807,True,friendly,2020
Japan,USA,3,4,away_win,1740,1620,0.4796,0.28,0.2404,False,group,2021
Argentina,Uruguay,1,0,home_win,1950,1680,0.5944,0.28,0.1256,False,friendly,2020
Argentina,Qatar,2,1,home_win,1850,1490,0.6395,0.28,0.0805,True,group,2013
Morocco,Germany,3,2,home_win,1650,1780,0.2313,0.28,0.4887,True,quarter,2016
Portugal,Switzerland,2,2,draw,1760,1660,0.4608,0.28,0.2592,True,friendly,2022
USA,Morocco,1,2,away_win,1620,1650,0.329,0.28,0.391,True,friendly,2016
Australia,Argentina,3,4,away_win,1580,1850,0.1256,0.28,0.5944,True,friendly,2017
Mexico,Tunisia,1,1,draw,1630,1540,0.4512,0.28,0.2688,True,quarter,2024
Costa Rica,Argentina,0,2,away_win,1610,1850,0.1445,0.28,0.5755,False,quarter,2018
Germany,Belgium,1,1,draw,1780,1720,0.4216,0.28,0.2984,True,friendly,2010
France,Australia,4,3,home_win,1840,1580,0.5883,0.28,0.1317,True,group,2015
Switzerland,Serbia,5,1,home_win,1760,1595,0.5192,0.28,0.2008,False,round_of_16,2012
England,Saudi Arabia,3,1,home_win,1890,1520,0.6435,0.28,0.0765,False,group,2022
Spain,Iran,3,0,home_win,1800,1530,0.5944,0.28,0.1256,True,semi,2013
Ghana,Saudi Arabia,1,2,away_win,1550,1520,0.391,0.28,0.329,True,friendly,2010
South Korea,Mexico,3,4,away_win,1590,1630,0.3187,0.28,0.4013,True,group,2010
Uruguay,USA,2,1,home_win,1680,1620,0.4216,0.28,0.2984,True,semi,2016
Morocco,Argentina,0,0,draw,1650,1850,0.173,0.28,0.547,True,round_of_16,2014
Portugal,Senegal,1,1,draw,1760,1610,0.5064,0.28,0.2136,True,friendly,2014
Poland,France,0,0,draw,1600,1840,0.1445,0.28,0.5755,True,group,2015
Mexico,Germany,0,0,draw,1730,1780,0.3085,0.28,0.4115,False,friendly,2010
Morocco,Netherlands,1,2,away_win,1650,1750,0.2592,0.28,0.4608,True,friendly,2013
Serbia,Belgium,2,0,home_win,1595,1720,0.2358,0.28,0.4842,True,group,2014
South Korea,Costa Rica,1,3,away_win,1590,1510,0.4415,0.28,0.2785,True,friendly,2014
South Korea,Iran,1,1,draw,1690,1530,0.515,0.28,0.205,False,final,2014
South Korea,Canada,3,1,home_win,1590,1560,0.391,0.28,0.329,True,friendly,2022
USA,Serbia,1,1,draw,1620,1595,0.3859,0.28,0.3341,True,friendly,2010
Cameroon,Belgium,1,1,draw,1560,1720,0.205,0.28,0.515,True,final,2011
Senegal,Wales,6,5,home_win,1710,1610,0.4608,0.28,0.2592,False,group,2014
Serbia,South Korea,1,2,away_win,1595,1590,0.3652,0.28,0.3548,True,group,2025
Costa Rica,Senegal,3,2,home_win,1510,1610,0.2592,0.28,0.4608,True,group,2018
Spain,USA,0,2,away_win,1900,1620,0.6002,0.28,0.1198,False,group,2023
Senegal,Poland,3,2,home_win,1710,1600,0.4703,0.28,0.2497,False,group,2023
Qatar,Iran,2,1,home_win,1490,1530,0.3187,0.28,0.4013,True,group,2025
Poland,South Korea,2,3,away_win,1700,1590,0.4703,0.28,0.2497,False,round_of_16,2015
Poland,Cameroon,1,1,draw,1700,1560,0.4977,0.28,0.2223,False,semi,2024
England,Germany,2,2,draw,1790,1780,0.3704,0.28,0.3496,True,friendly,2020
Italy,Switzerland,5,1,home_win,1710,1660,0.4115,0.28,0.3085,True,semi,2019
USA,Uruguay,4,4,draw,1620,1680,0.2984,0.28,0.4216,True,friendly,2024
Germany,Cameroon,2,1,home_win,1780,1560,0.5617,0.28,0.1583,True,semi,2022
Mexico,Poland,0,0,draw,1730,1600,0.4887,0.28,0.2313,False,friendly,2010
Senegal,Italy,1,1,draw,1710,1710,0.36,0.28,0.36,False,group,2020
Argentina,Portugal,2,3,away_win,1950,1760,0.5393,0.28,0.1807,False,friendly,2010
Senegal,Poland,2,2,draw,1710,1600,0.4703,0.28,0.2497,False,friendly,2010
Cameroon,Tunisia,0,1,away_win,1560,1540,0.3807,0.28,0.3393,True,friendly,2012
Brazil,Ghana,2,0,home_win,1820,1550,0.5944,0.28,0.1256,True,group,2019
Portugal,Germany,0,1,away_win,1760,1780,0.3393,0.28,0.3807,True,friendly,2019
South Korea,Serbia,2,1,home_win,1590,1595,0.3548,0.28,0.3652,True,final,2016
Japan,Morocco,0,0,draw,1740,1650,0.4512,0.28,0.2688,False,friendly,2023
Australia,Croatia,2,3,away_win,1580,1700,0.2404,0.28,0.4796,True,quarter,2011
Spain,Brazil,1,1,draw,1800,1820,0.3393,0.28,0.3807,True,friendly,2016
France,Cameroon,0,0,draw,1840,1560,0.6002,0.28,0.1198,True,final,2019
Mexico,Belgium,0,1,away_win,1630,1720,0.2688,0.28,0.4512,True,friendly,2012
Costa Rica,Saudi Arabia,2,1,home_win,1610,1520,0.4512,0.28,0.2688,False,friendly,2025
Italy,Ecuador,4,3,home_win,1710,1570,0.4977,0.28,0.2223,True,friendly,2016
Ecuador,Switzerland,1,1,draw,1570,1660,0.2688,0.28,0.4512,True,friendly,2012
England,Ecuador,2,0,home_win,1790,1570,0.5617,0.28,0.1583,True,quarter,2019
Qatar,Serbia,0,0,draw,1590,1595,0.3548,0.28,0.3652,False,semi,2024
Netherlands,Tunisia,5,2,home_win,1850,1540,0.6165,0.28,0.1035,False,round_of_16,2025
Costa Rica,Australia,2,3,away_win,1610,1580,0.391,0.28,0.329,False,round_of_16,2013
Saudi Arabia,Argentina,1,2,away_win,1520,1850,0.0937,0.28,0.6263,True,friendly,2017
Ghana,Morocco,6,5,home_win,1550,1650,0.2592,0.28,0.4608,True,quarter,2023
Iran,Costa Rica,1,1,draw,1530,1510,0.3807,0.28,0.3393,True,quarter,2013
Japan,England,1,2,away_win,1740,1790,0.3085,0.28,0.4115,False,friendly,2014
Canada,Netherlands,2,1,home_win,1560,1750,0.1807,0.28,0.5393,True,friendly,2023
Poland,Australia,3,1,home_win,1700,1580,0.4796,0.28,0.2404,False,group,2020
Wales,Spain,0,2,away_win,1710,1800,0.2688,0.28,0.4512,False,group,2015
Iran,Belgium,1,2,away_win,1630,1720,0.2688,0.28,0.4512,False,group,2015
Argentina,Spain,2,3,away_win,1850,1800,0.4115,0.28,0.3085,True,semi,2011
Wales,Japan,2,1,home_win,1610,1640,0.329,0.28,0.391,True,group,2011
Belgium,USA,2,1,home_win,1720,1620,0.4608,0.28,0.2592,True,group,2012
Netherlands,Australia,2,0,home_win,1850,1580,0.5944,0.28,0.1256,False,group,2010
Uruguay,France,0,1,away_win,1680,1840,0.205,0.28,0.515,True,friendly,2014
Brazil,Serbia,1,1,draw,1920,1595,0.6239,0.28,0.0961,False,friendly,2012
Uruguay,Senegal,1,2,away_win,1680,1610,0.4316,0.28,0.2884,True,group,2010
USA,Argentina,3,4,away_win,1620,1850,0.1513,0.28,0.5687,True,friendly,2025
Cameroon,Germany,1,1,draw,1660,1780,0.2404,0.28,0.4796,False,semi,2019
Portugal,Denmark,1,1,draw,1760,1670,0.4512,0.28,0.2688,True,friendly,2010
Costa Rica,France,1,3,away_win,1610,1840,0.1513,0.28,0.5687,False,friendly,2018
Qatar,Senegal,0,1,away_win,1490,1610,0.2404,0.28,0.4796,True,round_of_16,2022
Netherlands,Cameroon,2,1,home_win,1750,1560,0.5393,0.28,0.1807,True,friendly,2012
Mexico,Japan,2,3,away_win,1630,1640,0.3496,0.28,0.3704,True,friendly,2014
Switzerland,Cameroon,3,0,home_win,1660,1560,0.4608,0.28,0.2592,True,quarter,2025
USA,Canada,4,0,home_win,1620,1560,0.4216,0.28,0.2984,True,group,2025
Tunisia,Japan,3,2,home_win,1540,1640,0.2592,0.28,0.4608,True,group,2023
Brazil,Spain,2,0,home_win,1820,1800,0.3807,0.28,0.3393,True,group,2018
Wales,Argentina,2,2,draw,1610,1850,0.1445,0.28,0.5755,True,friendly,2016
Croatia,Costa Rica,1,2,away_win,1700,1510,0.5393,0.28,0.1807,True,friendly,2012
USA,South Korea,2,2,draw,1720,1590,0.4887,0.28,0.2313,False,quarter,2021
Iran,Canada,5,4,home_win,1530,1560,0.329,0.28,0.391,True,group,2019
Qatar,Iran,0,0,draw,1590,1530,0.4216,0.28,0.2984,False,round_of_16,2021
Germany,Cameroon,4,0,home_win,1780,1560,0.5617,0.28,0.1583,True,final,2011
Costa Rica,Netherlands,1,1,draw,1510,1750,0.1445,0.28,0.5755,True,quarter,2021
Ghana,Serbia,2,2,draw,1550,1595,0.3136,0.28,0.4064,True,semi,2019
Croatia,Japan,0,0,draw,1700,1640,0.4216,0.28,0.2984,True,quarter,2010
Brazil,Iran,0,0,draw,1920,1530,0.651,0.28,0.069,False,friendly,2019
Poland,Italy,4,4,draw,1600,1710,0.2497,0.28,0.4703,True,group,2013
Ecuador,Serbia,4,3,home_win,1570,1595,0.3341,0.28,0.3859,True,friendly,2020
Netherlands,Canada,4,0,home_win,1850,1560,0.6059,0.28,0.1141,False,round_of_16,2016
Iran,Saudi Arabia,1,1,draw,1530,1520,0.3704,0.28,0.3496,True,friendly,2025
France,Mexico,2,1,home_win,1940,1630,0.6165,0.28,0.1035,False,group,2011
Germany,Wales,2,0,home_win,1780,1610,0.5233,0.28,0.1967,True,group,2023
Morocco,Japan,3,2,home_win,1750,1640,0.4703,0.28,0.2497,False,friendly,2020
Belgium,Italy,0,6,away_win,1820,1710,0.4703,0.28,0.2497,False,friendly,2025
Morocco,Italy,2,2,draw,1750,1710,0.4013,0.28,0.3187,False,quarter,2017
Canada,Denmark,2,2,draw,1660,1670,0.3496,0.28,0.3704,False,group,2014
Spain,USA,2,0,home_win,1800,1620,0.5314,0.28,0.1886,True,quarter,2021
Mexico,Senegal,1,2,away_win,1630,1610,0.3807,0.28,0.3393,True,quarter,2015
Morocco,Tunisia,2,1,home_win,1650,1540,0.4703,0.28,0.2497,True,quarter,2012
Cameroon,Qatar,1,1,draw,1660,1490,0.5233,0.28,0.1967,False,friendly,2019
Denmark,Spain,1,1,draw,1770,1800,0.329,0.28,0.391,False,quarter,2019
Morocco,Saudi Arabia,3,2,home_win,1650,1520,0.4887,0.28,0.2313,True,friendly,2010
Costa Rica,Mexico,1,2,away_win,1510,1630,0.2404,0.28,0.4796,True,group,2012
Morocco,USA,3,2,home_win,1750,1620,0.4887,0.28,0.2313,False,friendly,2021
Mexico,Italy,2,1,home_win,1630,1710,0.2785,0.28,0.4415,True,friendly,2012
Canada,Tunisia,2,0,home_win,1560,1540,0.3807,0.28,0.3393,True,group,2024
Morocco,Serbia,2,1,home_win,1750,1595,0.5107,0.28,0.2093,False,friendly,2023
USA,Switzerland,2,2,draw,1720,1660,0.4216,0.28,0.2984,False,semi,2021
Italy,England,3,2,home_win,1810,1790,0.3807,0.28,0.3393,False,friendly,2020
Wales,Denmark,4,3,home_win,1610,1670,0.2984,0.28,0.4216,True,friendly,2022
Argentina,Canada,0,0,draw,1850,1560,0.6059,0.28,0.1141,True,quarter,2020
Australia,Senegal,3,0,home_win,1680,1610,0.4316,0.28,0.2884,False,group,2014
Wales,Netherlands,6,5,home_win,1610,1750,0.2223,0.28,0.4977,True,quarter,2016
